YEAR,ID,TYPE,ARCHITECTURE,TECHNOLOGY,TITLE,ABSTRACT,AUTHORS,COMMENTS,Csamp [pF],AREA [mm^2],SNDR_lf [dB],fin_hf,SNDR_hf [dB],SNR [dB],DR [dB],-THD [dB],SFDR [dB],SNDR,P [W],fs [Hz],OSR,fsnyq_w,fsnyq,FOMW_lf [fJ/conv-step],FOMW_hf,FOMS_lf [dB],FOMS_hf [dB],FOMW_hf/fsnyq,"FOMS,hf+10log(fsnyq)"
2011,4.2,OS,SDSC,0.032,"A 32nm, 1.05V, BIST Enabled, 10-40MHz, 11-9 Bit, 0.13mm2 Digitized Integrator MASH ?? ADC","A 11-9 bit, 10-40MHz DS A/D converter with a digitized integrator (DI) MASH structure with a low swing feed-forward architecture to allow for scalable, portable, and reconfigurable ADC in 32nm CMOS process using all minimum channel length transistors. An on-chip SNR calculator allows high volume sort testing on a digital tester; startup automatic offset and reference calibration to prevent integrator overload due to manufacturing variations, and compensation for finite opamp gain.","B. R. Carlton, H. Lakdawala, E. Alpman, J. Rizk, Y.W. Li, B. Perez-Esparza, V. Rivera, C.F. Nieva, E. Gordon, P. Hackney, C.-H. Jan, I.A. Young and K. Soumyanath",Numbers for BW=20MHz, ,0.13,,2.00E+07,63,,66,,67,63,2.80E-02,4.00E+02,10,4.00E+07,7.00E+02,,606.4,,151.5,1.52E-05,227.56
2011,4.3,OS,SDCT,0.065,"A Continuous-Time, Jitter Insensitive ?? Modulator Using a Digitally Linearized Gm-C Integrator with Embedded SC Feedback DAC","This paper explores the use of a digitally linearized, low-power Gm-C integrator in the first stage of a 5th order continuous time sigma-delta modulator. The proposed architecture features a jitter insensitive SC feedback and a noisy-but-linear auxiliary modulator that is employed to estimate the nonlinearities of the first integrator in the main signal path. A 65-nm CMOS experimental prototype achieves 79 dB dynamic range, 74.3 dB peak SNR and 73.3 dB peak SNDR for a signal bandwidth of 1.95 MHz and 124.8 MHz sampling rate. The IC dissipates 8.57 mW from a 2.5 V supply.","D. Kim, T. Matsuura and B. Murmann", , ,0.71,,1.95E+06,73.3,,79,,83,73.3,8.55E-03,1.25E+08,32,3.90E+06,2.19E+03,,580.2,,156.9,1.49E-04,222.79
2011,4.4,OS,SDCT,0.04,A 48-dB DR 80-MHz BW 8.88-GS/s Bandpass ?? ADC for RF Digitization with Integrated PLL and Polyphase Decimation Filter in 40nm CMOS,"A 2.22GHz 4th-order BP DeltaSigma ADC has been realized in 40nm CMOS. The test chip contains a complete system consisting of the ADC core, the PLL with clock generation network, and the digital decimation filters and downconversion (DFD). The quantizers are 6 times interleaved enabling a polyphase structure for the DFD and relaxing speed requirements. Sampled at 8.88GS/s the ADC achieves a DR of 48dB in a band of 80MHz with an IIP3 of +1dBm.","E. Martens, A. Bourdoux, A. Couvreur, P. Van Wesemael, G. Van der Plas, J. Craninckx and J. Ryckaert",Bandpass, ,0.4,,8.00E+07,41,,48,,51,41,1.64E-01,8.88E+09,56,1.60E+08,1.02E+03,,11148.1,,127.9,6.97E-05,209.94
2011,4.5,OS,SDCT,0.04,A 2.8 mW ?? ADC with 83 dB DR and 1.92 MHz BW Using FIR Outer Feedback and TIA-Based Integrator,"A low-power continuous-time Delta-Sigma ADC for HSDPA (High-Speed Downlink Packet Access) applications provides 83 dB dynamic range and 1.92 MHz bandwidth. A high sample rate (245.76 MHz) and an FIR filter in the outer feedback path minimize susceptibility to jitter. A TIA-based integrator with direct connection of inner feedback DAC current sources to integration capacitors supports the high sample rate. The modulator, implemented using 40 nm CMOS, dissipates only 2.8 mW and achieves a 110 fJ / conversion step figure-of-merit.","J. Gealow, M. Ashburn, C.-H. Lou, S. Ho, P. Riehl, A. Shabra, J. Silva and Q. Yu", , ,0.085,,1.92E+06,78,,83,,,78,2.80E-03,2.46E+08,64,3.84E+06,7.29E+02,,112.3,,166.4,2.92E-05,232.2
2011,12.1,NQ,"Pipe, TI",0.04,A 12b 3GS/s Pipeline ADC with 500mW and 0.4 mm2 in 40nm Digital CMOS,"A 12b 3GS/s 2-way interleaved pipeline ADC is presented. To achieve high speed, multiple internally generated power/ground rails are used with thin-oxide MOS devices. The ADC achieves a SNR of 61dB and a DNL of -0.4/+0.6LSB, consumes 500mW at 3GS/s and occupies 0.4 mm2 area in 40nm CMOS process.",C.-Y. Chen and J. Wu, , ,0.4,,1.50E+09,51,60,,,,51,5.00E-01,3.00E+09,1,3.00E+09,1.67E+02,,574.9,,145.8,1.92E-07,240.54
2011,12.2,NQ,Pipe,0.04,An 11b 300MS/s 0.24pJ/Conversion-Step Double-Sampling Pipelined ADC with On-Chip Full Digital Calibration for All Nonidealities Including Memory Effects,"An 11b Double-Sampling Pipelined ADC with memory effect calibration is presented. The full digital calibration simplifies the analog circuit, which extends the operation speed over 300MHz. The chip is fabricated in a 40nm CMOS and occupies 0.42mm2 including the calibration logics. The ADC consumes 40mW from a 1.8V supply, and the FoM is 0.24pJ/conversion-step.","T. Miki, T. Morie, T. Ozeki and S. Dosho", , ,0.42,,1.50E+08,56,57,,,,56,4.00E-02,3.00E+08,1,3.00E+08,1.33E+02,,258.6,,151.7,8.62E-07,236.51
2011,12.3,NQ,"Pipe, Folding",0.045,A 22-mW 7b 1.3-GS/s Pipeline ADC with 1-Bit/Stage Folding Converter Architecture,We have developed a 7-b 1.3-GSa/s 1-bit/stage pipeline ADC with a folding characteristic that uses a polarity selecting technique. The ADC achieves an ENOB of 6.5-b and consumes only 22 mW from 1.2V supply. These results yield a figure of merit (FOM) of 190-fJ/conv.-step. It is implemented in 45-nm CMOS technology and occupies a core area of 0.023 mm2.,"T. Yamase, H. Uchida and H. Noguchi", , ,0.023,,6.50E+08,33.1,,,,,33.1,2.20E-02,1.30E+09,1,1.30E+09,1.69E+01,,460.4,,137.8,3.54E-07,228.91
2011,12.4,NQ,Pipe,0.09,A 10b 320 MS/s 40 mW Open-Loop Interpolated Pipeline ADC,An open-loop interpolated pipeline ADC is proposed. Weight controlled capacitor arrays are introduced to realize an interpolation and a pipelined operation with open-loop amplifiers. The 10-bit ADC fabricated in 90nm CMOS demonstrates ENOB of 8.5b over 80MHz bandwidth (BW) and a conversion rate of 320MS/s without linearity compensation and consumes 40mW. The FoMs are 780fJ/c.-s. defined by the 80MHz BW and 390fJ/c.-s. defined by the 320 MSps conversion rate with a BW of 80MHz.,"M. Miyahara, H. Lee, D. Paik and A. Matsuzawa","Data for fin=100MHz, ADC breaks beyond this frequency", ,0.46,,1.00E+08,50,,,,61,50,4.00E-02,3.20E+08,1,3.20E+08,1.25E+02,,483.8,,146,1.51E-06,231.07
2011,12.5,NQ,Subranging,0.055,A 16-mW 8-Bit 1-GS/s Subranging ADC in 55nm CMOS,"A subranging ADC was fabricated using a 55nm CMOS technology. To improve speed, subranging is executed in the digital domain by activating comparators. To save power, comparators are latches with automatic offset calibration. Operating at 1GHz sampling rate, the ADC consumes 16mW from 1.2V supplies. The measured DNL is 0.8LSB and INL is 1.2LSB. The measured SFDR and SNDR are 55dB and 43.5dB respectively. The ADC occupies active area of 0.2mm2. Its FOM is 125fJ/conversion-step.",Y.-H. Chung and J.-T. Wu, , ,0.2,,5.00E+08,40,,,,50,40,1.60E-02,1.00E+09,1,1.00E+09,1.60E+01,,195.9,,144.9,1.96E-07,234.95
2011,14.2,NQ,SAR,0.13,A 96-Channel Full Data Rate Direct Neural Interface in 0.13µm CMOS,A sensor interface consumes 6.5 mW from 1.2 V supplies while occupying 5 mm x 5 mm in 0.13 ?m CMOS. The interface enables full bandwidth access to 96 channels of data acquired from cortical microelectrodes as part of a head-mounted wireless recording system. Open loop amplification and switched-capacitor filtering with 2.2 ?Vrms input referred noise conditions the signals before conversion by 10-bit SAR ADCs with 60.3 dB SNDR and 41.5 fJ/conv step.,"R.M. Walker, H. Gao, P. Nuyujukian, K. Makinwa, K.V. Shenoy, T. Meng and B. Murmann", , ,0.11,,1.56E+04,60.3,,,,,60.3,1.10E-06,3.13E+04,1,3.13E+04,3.51E+01,,41.5,,161.8,1.33E-03,206.78
2011,14.3,NQ,SAR,0.25,BioBolt: A Minimally-Invasive Neural Interface for Wireless Epidural Recording by Intra-Skin Communication,"We report a bolt-shape minimally-invasive neural interface, BioBolt, for epidural recording. Sixteen-channel analog front-end has been implemented in 0.25?m technology with low-power wireless data transmission using intra-skin communication. The fabricated ASIC consumes 365?W, occupies 3.2 mm x 0.9 mm, and obtains a 10kb/s data rate.","S.-I. Chang, K. AlAshmouny, M. McCormick, Y.-C. Chen and E. Yoon", , ,0.0396,,1.56E+04,45.1,,,,,45.1,8.70E-08,3.13E+04,1,3.13E+04,2.78E+00,,18.9,,157.6,6.06E-04,202.6
2011,25.1,NQ,SAR,0.04,A 0.5V 1.1MS/sec 6.3fJ/conversion-step SAR-ADC with Tri-Level Comparator in 40nm CMOS,"This paper presents an extremely low-voltage operation and power efficient successive-approximation-resistor (SAR) analog-to-digital converter (ADC). Tri-level comparator is proposed to relax the speed requirement of the comparator and decrease the resolution of internal Digital-to-Analog Converter (DAC) by 1-bit. The internal DAC employs unit capacitance of 0.5fF and ADC operates at nearly thermal noise limitation. To deal with the problem of capacitor mismatch, reconfigurable capacitor array and calibration procedure were developed. The prototype ADC fabricated using 40nm CMOS process achieves 46.8dB SNDR with 1.1MS/sec at 0.5V power supply. The FoM is 6.3-fJ/conversion step.","A. Shikata, R. Sekimoto, T. Kuroda and H. Ishikuro", , ,0.0112,,5.50E+05,46.9,,,,,46.9,1.20E-06,1.10E+06,1,1.10E+06,1.09E+00,,6,,163.5,5.48E-06,223.94
2011,25.2,NQ,SAR,0.09,"A 1-V, 8b, 40MS/s, 113µW Charge-Recycling SAR ADC with a 14µW Asynchronous Controller","This paper presents an energy-efficient charge-sharing SAR ADC design that targets for 1-V, 8-bit 40MS/s performance. By reconfiguring the networks for the input sampling and the reference banks, the settling time at input sample-hold stage and the pre-charge energy for each evaluation phase can be alleviated, that is equivalent to power saving. In addition, a dedicated asynchronous controller is developed to precisely control the energy for each logic operation. With a 90nm CMOS process, the prototype achieves 113µW (20fJ/conv), 48.4dB SNDR. Digital controller only dissipates 12.4% system power.","J.-H. Tsai, Y.-J. Chen, M.-H. Shen and P.-C. Huang", , ,0.055,,2.00E+07,44.5,,,,,44.5,1.13E-04,4.00E+07,1,4.00E+07,2.83E+00,,20.6,,157,5.15E-07,233
2011,25.3,NQ,Flash,0.09,Digitally Synthesized Stochastic Flash ADC Using Only Standard Digital Cells,An ADC is synthesized entirely from Verilog code in 90nm digital CMOS using a standard digital cell library. An analog comparator is generated by cross-coupling two 3-input NAND gates. The random comparator offsets are used as the ADC references and are Gaussian. An implicitly aligned three-section piecewise-linear inverse Gaussian CDF function on chip linearizes the output. SNDR of 35.9dB is achieved at 210MSPS.,"S. Weaver, B. Hershberg and U.-K. Moon", , ,0.18,,1.05E+08,30,,,,35,30,3.48E-02,2.10E+08,1,2.10E+08,1.66E+02,,6415.3,,124.8,3.05E-05,208.02
2011,25.4,NQ,"Single Slope, TI",0.13,"A Reconfigurable 1GSps to 250MSps, 7-bit to 9-bit Highly Time-Interleaved Counter ADC in 0.13µm CMOS","A reconfigurable highly time-interleaved ADC is realized by combining 128 counter ADCs and a global ramp-generator based on a rotating figure-of-8 resistor ring. Implemented in 0.13µm CMOS, the ADC can be configured in real-time as a 1GSps 7-bit, 500MSps 8-bit, and 250MSps 9-bit converter. It achieves sub 400fJ/step in all these configurations.","S. Danesh, J. Hurwitz, K. Findlater, D. Renshaw and R. Henderson", , ,0.55,,5.00E+08,38.9,,,,,38.9,2.65E-02,1.00E+09,1,1.00E+09,2.65E+01,,368.2,,141.7,3.68E-07,231.66
2011,25.5,OS,VCO,0.09,A 71dB SFDR Open Loop VCO-Based ADC Using 2-Level PWM Modulation,"A highly linear calibration free VCO-based ADC uses a two-level modulator to eliminate distortion caused by tuning non-linearity of the VCO. The proposed architecture does not require a multi-level feedback DAC and eases anti-aliasing requirements. Fabricated in 90nm CMOS process, the prototype ADC achieves better than 71dB SFDR and 59.1dB SNDR in 8MHz signal bandwidth and consumes 4.3mW.","S. Rao, B. Young, A. Elshazly, W. Yin, N. Sasidhar and P.K. Hanumolu", , ,0.1,,8.00E+06,59.1,61.1,,,71,59.1,4.30E-03,6.40E+08,40,1.60E+07,2.69E+02,,364.8,,151.8,2.28E-05,223.84
2012,4.1,NQ,Flash,0.04,A 6b 3GS/s 11mW Fully Dynamic Flash ADC in 40nm CMOS with Reduced Number of Comparators,"A 6b 3GS/s fully dynamic flash ADC is fabricated in 40nm CMOS and occupies 0.021mm2. Dynamic comparators with digitally controlled built-in offset are realized with imbalanced tails. Half of the comparators are substituted with simple SR latches. The ADC achieves SNDRs of 36.2dB and 33.1dB at DC and Nyquist, respectively, while consuming 11mW from a 1.1V supply",Y.-S. Shu,, ,0.021,,1.50E+09,33.1,,,,38,33.1,1.10E-02,3.00E+09,1,3.00E+09,3.67E+00,,99.3,,144.4,3.31E-08,239.22
2012,4.2,NQ,Event Driven,0.13,"An Event-Driven, Alias-Free ADC with Signal-Dependent Resolution","A clockless 8b ADC in 130nm CMOS uses a time-varying comparison window to dynamically vary resolution, and input-dependent dynamic bias, to maintain SNDR while saving power. Alias-free operation with SNDR in the range of 47-54dB, which partly exceeds the theoretical limit of 8b conventional converters, is achieved over a 20kHz bandwidth with 3-9?W power from a 0.8V supply.","C. Weltin-Wu, Y. Tsividis", , ,0.36,,1.00E+04,50,56,,,,50,7.40E-06,2.00E+04,1,2.00E+04,3.70E+02,,1432.1,,141.3,7.16E-02,184.32
2012,4.3,NQ,Pipe,0.065,A 10-Bit 1-GHz 33-mW CMOS ADC,"A pipelined ADC digitally calibrates capacitor mismatches in its 4-bit first stage and the gain error in the first 5 stages. Using a one-stage op amp with a gain of 10 and realized in 65-nm CMOS technology, the ADC digitizes a 490-MHz input with an SNDR of 52.4 dB, achieving an FOM of 0.097pJ/conversion-step.","B.D. Sahoo, B. Razavi", , ,0.225,,5.00E+08,52.4,,,,,52.4,3.29E-02,1.00E+09,1,1.00E+09,3.29E+01,,96.6,,154.2,9.66E-08,244.22
2012,4.4,NQ,Pipe,0.18,A 61.5dB SNDR Pipelined ADC Using Simple Highly-Scalable Ring Amplifiers,"A ring amplifier based pipelined ADC is presented that uses simple cells constructed from small inverters and capacitors to perform amplification. The basic ring amplifier structure is characterized and demonstrated to be highly scalable, power efficient, and compression-immune (inherent rail-to-rail output swing). The prototype 10.5-bit ADC, fabricated in 0.18?m CMOS technology, achieves 61.5dB SNDR at a 30MHz sampling rate and consumes 2.6mW, resulting in a FoM of 90fJ/conversion-step.","B. Hershberg, S. Weaver, K. Sobue, S. Takeuchi, K. Hamashita, U.-K. Moon", , ,0.5,,1.50E+07,61.5,61.9,,,72.4,61.5,2.60E-03,3.00E+07,1,3.00E+07,8.67E+01,,89.2,,159.1,2.97E-06,233.88
2012,11.1,NQ,"SAR, TI",0.065,A 2.8GS/s 44.6mW Time-Interleaved ADC Achieving 50.9dB SNDR and 3dB Effective Resolution Bandwidth of 1.5GHz in 65nm CMOS,This paper presents a power- and area-efficient 24-way time-interleaved SAR ADC designed in 65nm CMOS. At 2.8GS/s sampling rate the ADC consumes 44.6mW of power from a 1.2V supply while achieving peak SNDR of 50.9dB and retaining SNDR higher than 48.2dB across the entire first Nyquist zone.,"D. Stepanovic, B. Nikolic", , ,0.18,,1.40E+09,48.2,,,,55,48.2,4.46E-02,2.80E+09,1,2.80E+09,1.59E+01,,75.8,,153.2,2.71E-08,247.64
2012,11.2,NQ,SAR TI,0.065,A 3.8mW 8b 1GS/s 2b/cycle Interleaving SAR ADC with Compact DAC Structure,"An 8b 1GS/s ADC is presented that interleaves two 2b/cycle SARs. To enhance speed and save power, the prototype utilizes segmentation switching and custom-designed DAC array with high density in a low parasitic layout structure. It operates at 1GS/s from 1V supply without interleaving calibration and consumes 3.8mW of power, exhibiting a FoM of 24fJ/conversion step. The ADC occupies an active area of 0.013mm^2 in 65nm CMOS including on-chip offset calibration.","C.-H. Chan, Y. Zhu, S.-W. Sin, S.-P. U, R. Martins", , ,0.013,,5.00E+08,42.8,,,,58,42.8,3.80E-03,1.00E+09,1,1.00E+09,3.80E+00,,33.9,,153.9,3.39E-08,243.94
2012,11.3,NQ,SAR,0.028,A 4.5-mW 8-b 750-MS/s 2-b/Step Asynchronous Subranged SAR ADC in 28-nm CMOS Technology,"A 8-b 2-b/step asynchronous subranged SAR ADC is presented. It incorporates subranging technique to obtain fast reference settling for MSB conversion. The capacitive interpolation reduces number of NMOS switches and lowers matching requirement of a resistive DAC. The proposed timing scheme avoids the need of specific duty cycle of external clock for defining sampling period in a conventional asynchronous SAR ADC. Operating at 750 MS/s, this ADC consumes 4.5 mW from 1-V supply, achieves ENOB of 7.2 and FOM of 41 fJ/conversion-step. It is fabricated in 28-nm CMOS technology and occupies an active area of only 40 um X 100 um.",Y.-C. Lien,, ,0.004,,3.75E+08,43.3,,,,57,43.3,4.50E-03,7.50E+08,1,7.50E+08,6.00E+00,,50.2,,152.5,6.70E-08,241.26
2012,11.4,NQ,"Pipe, TI",0.065,A 34fJ 10b 500 MS/s Partial-Interleaving Pipelined SAR ADC,"A 10b 500MS/s ADC is presented that shares a full-speed SAR at front-end and interleaves the pipelined residue amplification with shared opamp and 2nd-stage SAR ADCs, which achieves high speed, low power and compact area. The prototype ADC in 65nm CMOS achieves a mean SNDR of 55.4dB with 8.2mW power dissipation at 1.2V. The active die area including the offset calibrations is 0.046mm^2.","Y. Zhu, C.-H. Chan, S.-W. Sin, S.-P. U, R. Martins", , ,0.046,,2.50E+08,52.9,,,,66,52.9,8.20E-03,5.00E+08,1,5.00E+08,1.64E+01,,45.2,,157.8,9.05E-08,244.77
2012,11.5,NQ,SAR,0.09,A 3.2fJ/c.-s. 0.35V 10b 100KS/s SAR ADC in 90nm CMOS,"A low-voltage energy-efficient SAR ADC is presented in this paper with four techniques. Arbitrary weight capacitor array tolerates errors to reduce conversion time. To operate under low voltage, DAC common mode level shift and leakage reduction sample switch with a charge pump are proposed. Differential control logic is used to save its digital power. The prototype ADC consumes 170nW at 100KS/s from a 0.35V supply. It achieves an SNDR of 56.3dB at Nyquist rate and its FOM is 3.2fJ/c.-s.","H.-Y. Tai, H.-W. Chen, H.-S. Chen", , ,0.03,,5.00E+04,56.3,57,,64.5,71,56.3,1.70E-07,1.00E+05,1,1.00E+05,1.70E+00,,3.2,,171,3.19E-05,220.99
2012,19.1,OS,SDCT,0.04,A 10 MHz BW 50 fJ/conv. Continuous Time ?? Modulator with High-order Single Opamp Integrator using Optimization-based Design Method,"We propose not only new power and area efficient circuit configurations but also an optimization design method for such configurations. So far, design difficulties of the modulator, such as a trade-off between loop stability and a performance and unknown distortion mechanism, have been serious obstacles to improve the efficiency. Major factors to overcome these obstacles are new high-order single opamp integrators using optimization-based design method and tuning systems for harmonic distortions. Two design examples for TV-tuner application confirm that those design approach can maximize the performance of various types of modulators. A simple 3rd-order modulator achieved the FOM of 101 fJ/conv. and more complex 4th-order one achieved 50 fJ/conv. which is less than half of ever reported.","K. Matsukawa, K. Obata, Y. Mitani, S. Dosho",Data for Modulator B, ,0.051,,1.00E+07,70,,70.6,,,70,2.57E-03,3.00E+08,15,2.00E+07,1.29E+02,,49.7,,165.9,2.49E-06,238.91
2012,19.2,OS,SDSC,0.13,A 5MHz BW 70.7dB SNDR Noise-Shaped Two-Step Quantizer Based ?? ADC,"In this paper, a new ?? ADC using a noise-shaped two-step integrating quantizer is presented. Attaining an extra order of noise-shaping from the integrating quantizer, the proposed ?? ADC manifests a second-order noise-shaping with a first-order loop filter. Furthermore, this quantizer provides an 8b quantization in itself, drastically reducing the oversampling requirement. The proposed ADC also incorporates a new feedback DAC topology that alleviates feedback DAC complexity of a two-step 8b quantizer. The measured results of the prototype ADC implemented in a 0.13?m CMOS demonstrate peak SNDR of 70.7dB at 8.1mW power, with an 8x OSR at 80MHz sampling frequency.","T. Oh, N. Maghari, U.-K.Moon", , ,0.37,,5.00E+06,70.7,71,71.6,,,70.7,8.10E-03,8.00E+07,8,1.00E+07,8.10E+02,,289.2,,158.6,2.89E-05,228.6
